FamilySize,IsAlone,Title,Survived
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
1,1,Unknown,1
1,1,Unknown,0
